Lease Risk Report,,,,Sales Rep,AdamShoff,2016169 Ontario Inc (DBA: Blyth Education),Lease Number,9822727001,Maturity Date,30-Aug-20,Equipment Payment,$648.33,Lease Provider,Wells Fargo,Total Funded,"$11,255.74",Payments Remaining,,Equipment,Make,Model,Serial Number,Equipment ID,Address,,MP 6002SP,W865L700597,,BLYTH ACADEMY -ROCKLAND 720 COUNTRY ROAD 17 TORONTO,Activities,"Total Funded for 2016169 Ontario Inc (DBA: Blyth Education)     $249,625.22","Total Funded for AdamShoff     $2,044,035.19",2019-09-08,Page -1 of 1
Lease Risk Report,,,,Sales Rep,AdamShoff,2016169 Ontario Inc (DBA: Blyth Education),Lease Number,9822729001,Maturity Date,30-Jul-20,Equipment Payment,$256.98,Lease Provider,Wells Fargo,Total Funded,"$22,363.60",Payments Remaining,,Equipment,Make,Model,Serial Number,Equipment ID,Address,,MP 6002SP,W865L700751,,BLYTH ACADEMY 3293 YONGE STREET TORONTO,Activities,"Total Funded for 2016169 Ontario Inc (DBA: Blyth Education)     $249,625.22","Total Funded for AdamShoff     $2,044,035.19",2019-09-08,Page -1 of 1
Lease Risk Report,,,,Sales Rep,AdamShoff,2016169 Ontario Inc (DBA: Blyth Education),Lease Number,9822729001,Maturity Date,30-Jul-20,Equipment Payment,$256.98,Lease Provider,Wells Fargo,Total Funded,"$22,363.60",Payments Remaining,,Equipment,Make,Model,Serial Number,Equipment ID,Address,,MP 5054,G185R320456,,BLYTH ACADEMY 3293 YONGE STREET TORONTO,Activities,"Total Funded for 2016169 Ontario Inc (DBA: Blyth Education)     $249,625.22","Total Funded for AdamShoff     $2,044,035.19",2019-09-08,Page -1 of 1
Lease Risk Report,,,,Sales Rep,AdamShoff,2016169 Ontario Inc (DBA: Blyth Education),Lease Number,9822729001,Maturity Date,30-Jul-20,Equipment Payment,$256.98,Lease Provider,Wells Fargo,Total Funded,"$22,363.60",Payments Remaining,,Equipment,Make,Model,Serial Number,Equipment ID,Address,,SP 4520DN,T585H201316,,BLYTH ACADEMY 3293 YONGE STREET TORONTO,Activities,"Total Funded for 2016169 Ontario Inc (DBA: Blyth Education)     $249,625.22","Total Funded for AdamShoff     $2,044,035.19",2019-09-08,Page -1 of 1
Lease Risk Report,,,,Sales Rep,AdamShoff,2016169 Ontario Inc (DBA: Blyth Education),Lease Number,9826029001,Maturity Date,30-Aug-20,Equipment Payment,$155.30,Lease Provider,Wells Fargo,Total Funded,"$12,648.30",Payments Remaining,,Equipment,Make,Model,Serial Number,Equipment ID,Address,,SP C431DN,S9458900562,,"BLYTH EDUCATION THORNHILL CAMPUS 300 JOHN STREET,SUITE 276 TORONTO",Activities,"Total Funded for 2016169 Ontario Inc (DBA: Blyth Education)     $249,625.22","Total Funded for AdamShoff     $2,044,035.19",2019-09-08,Page -1 of 1
Lease Risk Report,,,,Sales Rep,AdamShoff,2016169 Ontario Inc (DBA: Blyth Education),Lease Number,9826029001,Maturity Date,30-Aug-20,Equipment Payment,$155.30,Lease Provider,Wells Fargo,Total Funded,"$12,648.30",Payments Remaining,,Equipment,Make,Model,Serial Number,Equipment ID,Address,,SP C431DN,S9458900484,,"BLYTH EDUCATION THORNHILL CAMPUS 300 JOHN STREET,SUITE 276 TORONTO",Activities,"Total Funded for 2016169 Ontario Inc (DBA: Blyth Education)     $249,625.22","Total Funded for AdamShoff     $2,044,035.19",2019-09-08,Page -1 of 1
Lease Risk Report,,,,Sales Rep,AdamShoff,2016169 Ontario Inc (DBA: Blyth Education),Lease Number,9832387001,Maturity Date,30-Apr-21,Equipment Payment,$220.53,Lease Provider,Wells Fargo,Total Funded,"$62,093.44",Payments Remaining,,Equipment,Make,Model,Serial Number,Equipment ID,Address,,MP 6002SP,W865L800778,,"THORNHILL CAMPUS 300 JOHN STREET, SUITE 276 TORONTO",Activities,"Total Funded for 2016169 Ontario Inc (DBA: Blyth Education)     $249,625.22","Total Funded for AdamShoff     $2,044,035.19",2019-09-08,Page -1 of 1
Lease Risk Report,,,,Sales Rep,AdamShoff,2016169 Ontario Inc (DBA: Blyth Education),Lease Number,9832387001,Maturity Date,30-Apr-21,Equipment Payment,$220.53,Lease Provider,Wells Fargo,Total Funded,"$62,093.44",Payments Remaining,,Equipment,Make,Model,Serial Number,Equipment ID,Address,,MP C4503,E175M811106,,146 YORKVILLE AVENUE TORONTO,Activities,"Total Funded for 2016169 Ontario Inc (DBA: Blyth Education)     $249,625.22","Total Funded for AdamShoff     $2,044,035.19",2019-09-08,Page -1 of 1
Lease Risk Report,,,,Sales Rep,AdamShoff,2016169 Ontario Inc (DBA: Blyth Education),Lease Number,9832387001,Maturity Date,30-Apr-21,Equipment Payment,$220.53,Lease Provider,Wells Fargo,Total Funded,"$62,093.44",Payments Remaining,,Equipment,Make,Model,Serial Number,Equipment ID,Address,,MP 6002SP,W865L900107,,209 DUNDAS STREET EAST SUITE 105 TORONTO,Activities,"Total Funded for 2016169 Ontario Inc (DBA: Blyth Education)     $249,625.22","Total Funded for AdamShoff     $2,044,035.19",2019-09-08,Page -1 of 1
Lease Risk Report,,,,Sales Rep,AdamShoff,2016169 Ontario Inc (DBA: Blyth Education),Lease Number,9832387001,Maturity Date,30-Apr-21,Equipment Payment,$220.53,Lease Provider,Wells Fargo,Total Funded,"$62,093.44",Payments Remaining,,Equipment,Make,Model,Serial Number,Equipment ID,Address,,MP 6054,G195R340027,,THE CAWTHRA ESTATE 1507 CAWTHRA ROAD TORONTO,Activities,"Total Funded for 2016169 Ontario Inc (DBA: Blyth Education)     $249,625.22","Total Funded for AdamShoff     $2,044,035.19",2019-09-08,Page -1 of 1
Lease Risk Report,,,,Sales Rep,AdamShoff,2016169 Ontario Inc (DBA: Blyth Education),Lease Number,9832387001,Maturity Date,30-Apr-21,Equipment Payment,$220.53,Lease Provider,Wells Fargo,Total Funded,"$62,093.44",Payments Remaining,,Equipment,Make,Model,Serial Number,Equipment ID,Address,,MP 6054,G194RC40010,,MACLAREN HOUSE / MAPLE HILL 147 TORONTO STREET TORONTO,Activities,"Total Funded for 2016169 Ontario Inc (DBA: Blyth Education)     $249,625.22","Total Funded for AdamShoff     $2,044,035.19",2019-09-08,Page -1 of 1
Lease Risk Report,,,,Sales Rep,AdamShoff,2016169 Ontario Inc (DBA: Blyth Education),Lease Number,9836251001,Maturity Date,30-Nov-20,Equipment Payment,$175.71,Lease Provider,Wells Fargo,Total Funded,"$2,997.41",Payments Remaining,,Equipment,Make,Model,Serial Number,Equipment ID,Address,,SP C440DN,X685P400418,,BLYTH ACADEMY WATERLOO 260 KING STREET WEST UNIT # 201 TORONTO,Activities,"Total Funded for 2016169 Ontario Inc (DBA: Blyth Education)     $249,625.22","Total Funded for AdamShoff     $2,044,035.19",2019-09-08,Page -1 of 1
Lease Risk Report,,,,Sales Rep,AdamShoff,2016169 Ontario Inc (DBA: Blyth Education),Lease Number,9842052001,Maturity Date,30-Dec-20,Equipment Payment,$175.71,Lease Provider,Wells Fargo,Total Funded,"$2,997.41",Payments Remaining,,Equipment,Make,Model,Serial Number,Equipment ID,Address,,SP C440DN,X685P400763,,BLYTH ACADEMY BURLINTON 422 PEARL STREET UNITS 14-21 TORONTO,Activities,"Total Funded for 2016169 Ontario Inc (DBA: Blyth Education)     $249,625.22","Total Funded for AdamShoff     $2,044,035.19",2019-09-08,Page -1 of 1
Lease Risk Report,,,,Sales Rep,AdamShoff,2016169 Ontario Inc (DBA: Blyth Education),Lease Number,9849168001,Maturity Date,28-Feb-21,Equipment Payment,$175.71,Lease Provider,Wells Fargo,Total Funded,"$2,997.14",Payments Remaining,,Equipment,Make,Model,Serial Number,Equipment ID,Address,,SP C440DN,X685PB00136,,850 ENOLA AVENUE TORONTO,Activities,"Total Funded for 2016169 Ontario Inc (DBA: Blyth Education)     $249,625.22","Total Funded for AdamShoff     $2,044,035.19",2019-09-08,Page -1 of 1
Lease Risk Report,,,,Sales Rep,AdamShoff,2016169 Ontario Inc (DBA: Blyth Education),Lease Number,9857732001,Maturity Date,30-Apr-21,Equipment Payment,$143.01,Lease Provider,Wells Fargo,Total Funded,"$14,304.08",Payments Remaining,,Equipment,Make,Model,Serial Number,Equipment ID,Address,,MP 6002SP,W866L100023,,BLYTH ACADEMY DOWNSVIEW UNIT#7-75 CARL HALL ROAD TORONTO,Activities,"Total Funded for 2016169 Ontario Inc (DBA: Blyth Education)     $249,625.22","Total Funded for AdamShoff     $2,044,035.19",2019-09-08,Page -1 of 1
Lease Risk Report,,,,Sales Rep,AdamShoff,2016169 Ontario Inc (DBA: Blyth Education),Lease Number,9857732001,Maturity Date,30-Apr-21,Equipment Payment,$143.01,Lease Provider,Wells Fargo,Total Funded,"$14,304.08",Payments Remaining,,Equipment,Make,Model,Serial Number,Equipment ID,Address,,SP C440DN,X686P100450,,BLYTH ACADEMY DOWNSVIEW UNIT#7-75 CARL HALL ROAD TORONTO,Activities,"Total Funded for 2016169 Ontario Inc (DBA: Blyth Education)     $249,625.22","Total Funded for AdamShoff     $2,044,035.19",2019-09-08,Page -1 of 1
Lease Risk Report,,,,Sales Rep,AdamShoff,2016169 Ontario Inc (DBA: Blyth Education),Lease Number,9877661001,Maturity Date,30-Sep-21,Equipment Payment,$175.42,Lease Provider,Wells Fargo,Total Funded,"$14,534.25",Payments Remaining,,Equipment,Make,Model,Serial Number,Equipment ID,Address,,MP 6054,G196R540062,,BLYTH ACADEMY 397 RICHMOND ROAD TORONTO,Activities,"Total Funded for 2016169 Ontario Inc (DBA: Blyth Education)     $249,625.22","Total Funded for AdamShoff     $2,044,035.19",2019-09-08,Page -1 of 1
Lease Risk Report,,,,Sales Rep,AdamShoff,2016169 Ontario Inc (DBA: Blyth Education),Lease Number,9877661001,Maturity Date,30-Sep-21,Equipment Payment,$175.42,Lease Provider,Wells Fargo,Total Funded,"$14,534.25",Payments Remaining,,Equipment,Make,Model,Serial Number,Equipment ID,Address,,SP C440DN,X686P401532,,BLYTH ACADEMY 397 RICHMOND ROAD TORONTO,Activities,"Total Funded for 2016169 Ontario Inc (DBA: Blyth Education)     $249,625.22","Total Funded for AdamShoff     $2,044,035.19",2019-09-08,Page -1 of 1
Lease Risk Report,,,,Sales Rep,AdamShoff,2016169 Ontario Inc (DBA: Blyth Education),Lease Number,9877675001,Maturity Date,30-Aug-21,Equipment Payment,$486.44,Lease Provider,Wells Fargo,Total Funded,"$8,297.37",Payments Remaining,,Equipment,Make,Model,Serial Number,Equipment ID,Address,,MP 5054,G186R621131,,BLYTH ACADEMY 85 ST.NICHOLAS STREET TORONTO,Activities,"Total Funded for 2016169 Ontario Inc (DBA: Blyth Education)     $249,625.22","Total Funded for AdamShoff     $2,044,035.19",2019-09-08,Page -1 of 1
Lease Risk Report,,,,Sales Rep,AdamShoff,2016169 Ontario Inc (DBA: Blyth Education),Lease Number,9877769001,Maturity Date,30-Sep-21,Equipment Payment,$175.71,Lease Provider,Wells Fargo,Total Funded,"$2,997.14",Payments Remaining,,Equipment,Make,Model,Serial Number,Equipment ID,Address,,SP C440DN,X686P400045,,85 ST. NICHOLAS STREET TORONTO,Activities,"Total Funded for 2016169 Ontario Inc (DBA: Blyth Education)     $249,625.22","Total Funded for AdamShoff     $2,044,035.19",2019-09-08,Page -1 of 1
Lease Risk Report,,,,Sales Rep,AdamShoff,2016169 Ontario Inc (DBA: Blyth Education),Lease Number,9886472001,Maturity Date,30-Nov-21,Equipment Payment,$175.71,Lease Provider,Wells Fargo,Total Funded,"$2,997.14",Payments Remaining,,Equipment,Make,Model,Serial Number,Equipment ID,Address,,SP C440DN,X686P400128,,3293 YONGE STREET TORONTO,Activities,"Total Funded for 2016169 Ontario Inc (DBA: Blyth Education)     $249,625.22","Total Funded for AdamShoff     $2,044,035.19",2019-09-08,Page -1 of 1
Lease Risk Report,,,,Sales Rep,AdamShoff,901089 Ontario Limited (DBA Gentec International),Lease Number,9985458001,Maturity Date,30-Jan-24,Equipment Payment,$65.18,Lease Provider,Wells Fargo,Total Funded,"$101,904.34",Payments Remaining,,Equipment,Make,Model,Serial Number,Equipment ID,Address,,SP 4520DN,T588HA01186,,90 ROYAL CREST COURT MARKHAM,Activities,"Total Funded for 901089 Ontario Limited (DBA Gentec International)     $101,904.34","Total Funded for AdamShoff     $2,044,035.19",2019-09-08,Page -1 of 1
Lease Risk Report,,,,Sales Rep,AdamShoff,901089 Ontario Limited (DBA Gentec International),Lease Number,9985458001,Maturity Date,30-Jan-24,Equipment Payment,$65.18,Lease Provider,Wells Fargo,Total Funded,"$101,904.34",Payments Remaining,,Equipment,Make,Model,Serial Number,Equipment ID,Address,,SP 4520DN,T588HA01822,,90 ROYAL CREST COURT MARKHAM,Activities,"Total Funded for 901089 Ontario Limited (DBA Gentec International)     $101,904.34","Total Funded for AdamShoff     $2,044,035.19",2019-09-08,Page -1 of 1
Lease Risk Report,,,,Sales Rep,AdamShoff,901089 Ontario Limited (DBA Gentec International),Lease Number,9985458001,Maturity Date,30-Jan-24,Equipment Payment,$65.18,Lease Provider,Wells Fargo,Total Funded,"$101,904.34",Payments Remaining,,Equipment,Make,Model,Serial Number,Equipment ID,Address,,SP 5300DN,Y028X636297,,90 ROYAL CREST COURT MARKHAM,Activities,"Total Funded for 901089 Ontario Limited (DBA Gentec International)     $101,904.34","Total Funded for AdamShoff     $2,044,035.19",2019-09-08,Page -1 of 1
Lease Risk Report,,,,Sales Rep,AdamShoff,901089 Ontario Limited (DBA Gentec International),Lease Number,9985458001,Maturity Date,30-Jan-24,Equipment Payment,$65.18,Lease Provider,Wells Fargo,Total Funded,"$101,904.34",Payments Remaining,,Equipment,Make,Model,Serial Number,Equipment ID,Address,,MP C501SP,3068M600036,,90 ROYAL CREST COURT MARKHAM,Activities,"Total Funded for 901089 Ontario Limited (DBA Gentec International)     $101,904.34","Total Funded for AdamShoff     $2,044,035.19",2019-09-08,Page -1 of 1
Lease Risk Report,,,,Sales Rep,AdamShoff,901089 Ontario Limited (DBA Gentec International),Lease Number,9985458001,Maturity Date,30-Jan-24,Equipment Payment,$65.18,Lease Provider,Wells Fargo,Total Funded,"$101,904.34",Payments Remaining,,Equipment,Make,Model,Serial Number,Equipment ID,Address,,MP C501SP,3068M600037,,90 ROYAL CREST COURT MARKHAM,Activities,"Total Funded for 901089 Ontario Limited (DBA Gentec International)     $101,904.34","Total Funded for AdamShoff     $2,044,035.19",2019-09-08,Page -1 of 1
Lease Risk Report,,,,Sales Rep,AdamShoff,901089 Ontario Limited (DBA Gentec International),Lease Number,9985458001,Maturity Date,30-Jan-24,Equipment Payment,$65.18,Lease Provider,Wells Fargo,Total Funded,"$101,904.34",Payments Remaining,,Equipment,Make,Model,Serial Number,Equipment ID,Address,,MP 501SPF,G988X995546,,90 ROYAL CREST COURT MARKHAM,Activities,"Total Funded for 901089 Ontario Limited (DBA Gentec International)     $101,904.34","Total Funded for AdamShoff     $2,044,035.19",2019-09-08,Page -1 of 1
Lease Risk Report,,,,Sales Rep,AdamShoff,901089 Ontario Limited (DBA Gentec International),Lease Number,9985458001,Maturity Date,30-Jan-24,Equipment Payment,$65.18,Lease Provider,Wells Fargo,Total Funded,"$101,904.34",Payments Remaining,,Equipment,Make,Model,Serial Number,Equipment ID,Address,,MP 501SPF,G988X995983,,90 ROYAL CREST COURT MARKHAM,Activities,"Total Funded for 901089 Ontario Limited (DBA Gentec International)     $101,904.34","Total Funded for AdamShoff     $2,044,035.19",2019-09-08,Page -1 of 1
Lease Risk Report,,,,Sales Rep,AdamShoff,901089 Ontario Limited (DBA Gentec International),Lease Number,9985458001,Maturity Date,30-Jan-24,Equipment Payment,$65.18,Lease Provider,Wells Fargo,Total Funded,"$101,904.34",Payments Remaining,,Equipment,Make,Model,Serial Number,Equipment ID,Address,,MP C3504EX,C728MA10073,,90 ROYAL CREST COURT MARKHAM,Activities,"Total Funded for 901089 Ontario Limited (DBA Gentec International)     $101,904.34","Total Funded for AdamShoff     $2,044,035.19",2019-09-08,Page -1 of 1
Lease Risk Report,,,,Sales Rep,AdamShoff,901089 Ontario Limited (DBA Gentec International),Lease Number,9985458001,Maturity Date,30-Jan-24,Equipment Payment,$65.18,Lease Provider,Wells Fargo,Total Funded,"$101,904.34",Payments Remaining,,Equipment,Make,Model,Serial Number,Equipment ID,Address,,MP 5055,C338RA01378,,90 ROYAL CREST COURT MARKHAM,Activities,"Total Funded for 901089 Ontario Limited (DBA Gentec International)     $101,904.34","Total Funded for AdamShoff     $2,044,035.19",2019-09-08,Page -1 of 1
Lease Risk Report,,,,Sales Rep,AdamShoff,901089 Ontario Limited (DBA Gentec International),Lease Number,9985458001,Maturity Date,30-Jan-24,Equipment Payment,$65.18,Lease Provider,Wells Fargo,Total Funded,"$101,904.34",Payments Remaining,,Equipment,Make,Model,Serial Number,Equipment ID,Address,,MP 402SPF,Y176HA03238,,90 ROYAL CREST COURT MARKHAM,Activities,"Total Funded for 901089 Ontario Limited (DBA Gentec International)     $101,904.34","Total Funded for AdamShoff     $2,044,035.19",2019-09-08,Page -1 of 1
Lease Risk Report,,,,Sales Rep,AdamShoff,901089 Ontario Limited (DBA Gentec International),Lease Number,9985458001,Maturity Date,30-Jan-24,Equipment Payment,$65.18,Lease Provider,Wells Fargo,Total Funded,"$101,904.34",Payments Remaining,,Equipment,Make,Model,Serial Number,Equipment ID,Address,,PRO C5100S,E254C800203,,90 ROYAL CREST COURT MARKHAM,Activities,"Total Funded for 901089 Ontario Limited (DBA Gentec International)     $101,904.34","Total Funded for AdamShoff     $2,044,035.19",2019-09-08,Page -1 of 1
Lease Risk Report,,,,Sales Rep,AdamShoff,901089 Ontario Limited (DBA Gentec International),Lease Number,9985458001,Maturity Date,30-Jan-24,Equipment Payment,$65.18,Lease Provider,Wells Fargo,Total Funded,"$101,904.34",Payments Remaining,,Equipment,Make,Model,Serial Number,Equipment ID,Address,,MP 5002SP,W532L100108,,90 ROYAL CREST COURT MARKHAM,Activities,"Total Funded for 901089 Ontario Limited (DBA Gentec International)     $101,904.34","Total Funded for AdamShoff     $2,044,035.19",2019-09-08,Page -1 of 1
Lease Risk Report,,,,Sales Rep,AdamShoff,"ABS-CBN Canada, ULC",Lease Number,001-0234632-000,Maturity Date,01-Dec-23,Equipment Payment,$600.00,Lease Provider,DE LAGE LANDEN,Total Funded,"$10,705.66",Payments Remaining,,Equipment,Make,Model,Serial Number,Equipment ID,Address,,MP C3004EX,C718M810949,,300 CONSILLIUM PLACE TORONTO,Activities,"Total Funded for ABS-CBN Canada, ULC     $10,705.66","Total Funded for AdamShoff     $2,044,035.19",2019-09-08,Page -1 of 1
Lease Risk Report,,,,Sales Rep,AdamShoff,Avison Young Commercial Real Estate (Ontario) Inc,Lease Number,9887354001,Maturity Date,30-Mar-20,Equipment Payment,"$1,411.78",Lease Provider,Wells Fargo,Total Funded,"$71,574.67",Payments Remaining,,Equipment,Make,Model,Serial Number,Equipment ID,Address,,PRO C5100S,E253CB00469,,"18 YORK STREET, SUITE 400 4TH FLOOR, MAILBOX #4 TORONTO",Activities,"Total Funded for Avison Young Commercial Real Estate (Ontario) Inc     $166,915.83","Total Funded for AdamShoff     $2,044,035.19",2019-09-08,Page -1 of 1
Lease Risk Report,,,,Sales Rep,AdamShoff,Avison Young Commercial Real Estate (Ontario) Inc,Lease Number,9887354001,Maturity Date,30-Mar-20,Equipment Payment,"$1,411.78",Lease Provider,Wells Fargo,Total Funded,"$71,574.67",Payments Remaining,,Equipment,Make,Model,Serial Number,Equipment ID,Address,,MP C6004,G736MB60688,,"18 YORK STREET, SUITE 400 4TH FLOOR, MAILBOX #4 TORONTO",Activities,"Total Funded for Avison Young Commercial Real Estate (Ontario) Inc     $166,915.83","Total Funded for AdamShoff     $2,044,035.19",2019-09-08,Page -1 of 1
Lease Risk Report,,,,Sales Rep,AdamShoff,Avison Young Commercial Real Estate (Ontario) Inc,Lease Number,9887354001,Maturity Date,30-Mar-20,Equipment Payment,"$1,411.78",Lease Provider,Wells Fargo,Total Funded,"$71,574.67",Payments Remaining,,Equipment,Make,Model,Serial Number,Equipment ID,Address,,PRO C5200S,C086CB00130,,55 COMMERCE VALLEY DR W SUITE 501 TORONTO,Activities,"Total Funded for Avison Young Commercial Real Estate (Ontario) Inc     $166,915.83","Total Funded for AdamShoff     $2,044,035.19",2019-09-08,Page -1 of 1
Lease Risk Report,,,,Sales Rep,AdamShoff,Avison Young Commercial Real Estate (Ontario) Inc,Lease Number,9911899001,Maturity Date,30-Mar-20,Equipment Payment,$167.59,Lease Provider,Wells Fargo,Total Funded,"$95,341.16",Payments Remaining,,Equipment,Make,Model,Serial Number,Equipment ID,Address,,PRO C5200S,C086CC00017,,77 CITY CENTRE DRIVE SUITE 301 TORONTO,Activities,"Total Funded for Avison Young Commercial Real Estate (Ontario) Inc     $166,915.83","Total Funded for AdamShoff     $2,044,035.19",2019-09-08,Page -1 of 1
Lease Risk Report,,,,Sales Rep,AdamShoff,Avison Young Commercial Real Estate (Ontario) Inc,Lease Number,9911899001,Maturity Date,30-Mar-20,Equipment Payment,$167.59,Lease Provider,Wells Fargo,Total Funded,"$95,341.16",Payments Remaining,,Equipment,Make,Model,Serial Number,Equipment ID,Address,,MP C4504,G717M210276,,77 CITY CENTRE DRIVE SUITE 301 TORONTO,Activities,"Total Funded for Avison Young Commercial Real Estate (Ontario) Inc     $166,915.83","Total Funded for AdamShoff     $2,044,035.19",2019-09-08,Page -1 of 1
Lease Risk Report,,,,Sales Rep,AdamShoff,Avison Young Commercial Real Estate (Ontario) Inc,Lease Number,9911899001,Maturity Date,30-Mar-20,Equipment Payment,$167.59,Lease Provider,Wells Fargo,Total Funded,"$95,341.16",Payments Remaining,,Equipment,Make,Model,Serial Number,Equipment ID,Address,,MP C407,C497P100602,,77 CITY CENTRE DRIVE SUITE 301 TORONTO,Activities,"Total Funded for Avison Young Commercial Real Estate (Ontario) Inc     $166,915.83","Total Funded for AdamShoff     $2,044,035.19",2019-09-08,Page -1 of 1
